0,92,67
1,90,65
2,90,64
3,88,63
4,88,65
5,87,65
6,85,64
7,85,64
8,85,64
9,85,63
10,87,62
11,85,63
12,85,61
13,87,61
14,87,61
15,87,62
16,86,63
17,87,62
18,88,61
19,89,64
20,89,67
21,90,65
22,89,64
23,89,63
24,90,66
25,92,64
26,91,61
27,93,63
28,92,62
29,93,63
30,95,63
31,94,63
32,96,63
33,96,63
34,95,61
35,96,60
36,95,61
37,97,64
38,96,61
39,95,61
40,94,60
41,93,61
42,93,61
43,92,62
44,90,65
45,87,62
46,84,63
47,81,66
48,80,64
49,77,65
50,76,65
51,73,66
52,69,69
53,67,71
54,63,74
55,64,74
56,65,74
57,62,72
58,61,75
59,59,76
60,63,75
61,60,75
62,60,76
63,60,74
64,61,75
65,65,73
66,64,72
67,65,72
68,64,72
69,66,74
70,65,74
71,64,73
72,66,73
73,65,72
74,67,70
75,68,68
76,68,70
77,70,65
78,70,64
79,70,64
80,72,65
81,73,62
82,74,61
83,76,60
84,78,62
85,82,60
86,88,60
87,89,59
88,94,57
89,95,60
90,100,58
91,104,59
92,108,59
93,108,60
94,111,59
95,113,59
96,113,61
97,113,59
98,111,60
99,112,58
100,111,58
101,108,60
102,107,61
103,102,61
104,99,62
105,97,64
106,95,64
107,92,64
108,89,63
109,87,63
110,85,62
111,83,62
112,82,61
113,80,59
114,79,61
115,79,58
116,76,57
117,78,59
118,77,61
119,77,60
120,76,60
121,76,60
122,75,61
123,76,61
124,74,59
125,74,60
126,75,60
127,75,57
128,73,58
129,73,58
130,73,55
131,73,55
132,71,56
133,73,56
134,74,57
135,73,55
136,75,55
137,73,56
138,75,57
139,77,59
140,78,58
141,78,58
142,79,56
143,80,56
144,80,55
145,81,55
146,81,54
147,80,55
148,80,56
149,81,55
150,82,55
151,83,54
152,82,54
153,82,53
154,82,53
155,81,55
156,81,55
157,82,56
158,82,56
159,83,55
160,81,55
161,82,57
162,83,56
163,83,58
164,83,58
165,83,58
166,83,58
167,82,59
168,83,59
169,84,59
170,84,59
171,84,63
172,84,64
173,83,64
174,86,64
175,86,64
176,85,64
177,84,65
178,85,67
179,86,67
180,86,66
181,88,67
182,88,69
183,88,66
184,89,66
185,90,68
186,91,69
187,92,70
188,92,71
189,94,72
190,97,74
191,97,73
192,98,74
193,99,77
194,100,77
195,102,80
196,101,78
197,103,78
198,103,78
199,106,78
200,107,81
201,110,83
202,110,82
203,111,82
204,113,87
205,115,84
206,114,84
207,116,81
208,118,82
209,116,80
210,117,80
211,116,75
212,111,75
213,106,71
214,103,71
215,96,69
216,92,68
217,89,66
218,82,64
219,79,62
220,77,61
221,72,61
222,69,60
223,65,59
224,64,59
225,63,59
226,61,59
227,60,59
228,59,60
229,60,61
230,61,61
231,64,65
232,65,67
233,68,66
234,70,66
235,70,67
236,74,69
237,76,69
238,81,70
239,83,71
240,84,71
241,86,70
242,88,68
243,89,70
244,89,68
245,88,70
246,91,69
247,90,72
248,91,71
249,91,70
250,89,69
251,86,69
252,86,67
253,86,67
254,85,68
255,83,67
256,83,68
