0,92,67
1,92,67
2,91,68
3,90,68
4,90,68
5,93,65
6,93,65
7,93,66
8,93,65
9,93,65
10,93,66
11,92,65
12,92,64
13,92,64
14,92,64
15,92,64
16,92,62
17,92,61
18,93,61
19,93,60
20,94,59
21,94,59
22,94,58
23,95,57
24,95,56
25,96,55
26,96,55
27,97,54
28,98,53
29,98,53
30,99,52
31,99,52
32,100,51
33,100,51
34,101,50
35,101,49
36,101,50
37,102,50
38,102,50
39,103,49
40,102,50
41,102,50
42,101,50
43,100,51
44,98,51
45,98,51
46,95,53
47,93,54
48,90,55
49,87,56
50,86,56
51,86,56
52,85,56
53,85,57
54,78,61
55,72,63
56,66,64
57,65,65
58,64,65
59,63,65
60,61,66
61,60,66
62,59,67
63,58,67
64,56,67
65,55,68
66,54,68
67,53,68
68,58,69
69,61,70
70,60,71
71,59,71
72,60,70
73,62,68
74,61,69
75,63,67
76,63,65
77,64,63
78,66,61
79,67,59
80,69,57
81,71,56
82,73,54
83,75,53
84,78,51
85,81,50
86,84,49
87,87,47
88,91,47
89,94,46
90,98,45
91,99,45
92,100,44
93,105,44
94,109,44
95,110,43
96,112,43
97,113,42
98,115,42
99,116,41
100,117,43
101,117,45
102,117,46
103,116,47
104,114,48
105,115,48
106,112,49
107,109,50
108,106,51
109,104,51
110,101,51
111,98,51
112,95,51
113,92,50
114,90,50
115,88,50
116,86,50
117,84,49
118,83,49
119,81,49
120,80,48
121,78,48
122,77,48
123,77,48
124,76,48
125,75,48
126,75,48
127,74,48
128,74,48
129,74,48
130,74,48
131,73,48
132,73,48
133,73,48
134,73,48
135,72,48
136,73,48
137,73,48
138,72,48
139,73,48
140,72,48
141,73,48
142,74,47
143,75,48
144,75,48
145,76,48
146,76,48
147,78,48
148,79,48
149,80,48
150,80,48
151,81,48
152,82,48
153,83,48
154,83,48
155,83,48
156,84,48
157,84,48
158,84,48
159,84,48
160,84,48
161,85,48
162,85,48
163,85,48
164,85,48
165,85,49
166,85,49
167,85,50
168,86,51
169,86,51
170,86,52
171,86,53
172,87,54
173,87,55
174,87,55
175,87,56
176,88,57
177,88,58
178,88,59
179,88,59
180,89,60
181,89,60
182,89,61
183,90,61
184,91,61
185,91,61
186,92,61
187,93,61
188,93,62
189,94,62
190,94,62
191,97,64
192,98,64
193,102,66
194,104,68
195,105,68
196,106,69
197,107,69
198,107,70
199,108,70
200,109,71
201,110,71
202,110,72
203,111,72
204,112,73
205,113,74
206,113,74
207,114,75
208,115,75
209,116,76
210,116,76
211,117,77
212,118,77
213,119,78
214,113,64
215,109,60
216,106,58
217,102,57
218,97,55
219,93,55
220,89,54
221,85,53
222,81,53
223,78,53
224,74,53
225,71,53
226,68,53
227,66,53
228,64,53
229,62,54
230,62,55
231,62,56
232,63,57
233,64,58
234,63,59
235,62,59
236,61,59
237,60,59
238,59,59
239,58,59
240,70,62
241,70,62
242,70,63
243,69,63
244,69,63
245,69,63
246,83,64
247,89,64
248,93,65
249,95,64
250,96,64
251,97,63
252,97,63
253,97,63
254,97,63
255,96,62
256,96,61
